IFFABF,SAASCC,IFFAFF,IFFAFA,INICIA,INICIF,SAABQI,FFNAAA,IFAAAR,AFIINC,IFFABN,SAARRS,FFNARN,SAABQR,FFNAAR,FAFASB,SAABBN,SAASCF,INICIQ,SAABFA,IFFAFQ,SAABRQ,IFFAFB,INICIA.1,QCFQIA,FFNAAC,QNCSCN,SAABQQ,INICIC,INICIB,IAAICI,SAABIC,FAFAFF,IFAAAA,SAABIB,SAARAA,QCFFAB,INICSR,AFNCCR,INICIR,SAABFA.1,SAARRR,IFFABI,SARICB,INICSA,QCAQFI,FAFAFQ,SAASAQ,IAAICF,INICIS,AFIQBR,FABINF,FABINB,IFFABQ,IFFAFR,FFNAAQ,QCAQFQ,IFFAFA.1,AFNCCA,QNCSCS,AFIQCI,QNCSCQ,SAABFI,IFFABC,IFFAFC,QCAQFS,INICII,IAAICQ,SAABFR,SAABFN,QNCSCI,IAAICS,SAABFS,QCAQFN,SICIBA,SAABQS,FAFAQQ,IFFABS,SAABIF,FFNARI,INICIN,FFNAAA.1,SAABIQ,AFNAQI,SAANNN,IFFABB,FFNARS,SAABQF,IFFAFS,IFAAAA.1,IFFAFI,SARIAI
4,4,2,2,4,4,0,0,1,0,4,2,0,0,0,0,0,4,4,0,2,2,2,3,1,0,2,0,2,4,2,0,0,1,0,0,1,4,0,4,0,0,4,0,4,0,0,4,2,2,0,0,0,4,4,0,0,2,0,2,0,2,0,4,2,0,3,2,0,0,2,2,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,2,1,2,0
